language	iso_code	gloss	global_id	local_id	transcription	cognate_class
MadakLamasongDial	?	rat	?	?	gisap	46
KenyahLongAnap	?	toblow	?	?	put	22
DayakNgaju	?	white	?	?	puti	1
NggaoPoro	?	todrink	?	?	kɔʔu	30
Sowa	?	mouth	?	?	lalwa	50
Bintulu	?	sharp	?	?	menat	30
Mortlockese	?	two	?	?	ruwa	1
Lakalai	?	smoke	?	?	sosobu	17
Geser	?	tosit	?	?	matoran	1
MaringeTataba	?	tolive,bealive	?	?	kahra	40
ManoboAtadownriver	?	wet	?	?	nasubid	29
NakanaiBilekiDialect	?	other	?	?	isapolo	9
Nehan	?	toliedown	?	?	rikin	12
Kove	?	cloud	?	?	bubu	21
BikolNagaCity	?	tocome	?	?	maabot	15
ChuukeseAKATrukese	?	leg/foot	?	?	pechee	15
Satawalese	?	tokill	?	?	lii	11
MinyaifuinGebe	?	rotten	?	?	mjakam	24
LamaholotIleMandiriFloresTimur	?	black	?	?	miten	1
Kerinci	?	thatch/roof	?	?	atat	1
Haku	?	toshoot	?	?	hanahana	1
Uruava	?	stick/wood	?	?	au	1
KoronadalBlaan	?	other	?	?	mɔhɔl	13
Solos	?	tosleep	?	?	sohon	13
MarquesanNukuhivadialect	?	wind	?	?	metaki	1
TelaMasbuar	?	stone	?	?	wake	2
Merei	?	short	?	?	but	9
KomeringKayuAgungPendatang	?	five	?	?	lime	1
Kanakanabu	?	new	?	?	voorua	1
Tuvalu	?	tofear	?	?	mataku	1
Mansaka	?	thunder	?	?	lintiq	48
BabatanaTunoe	?	tohit	?	?	vui	17
NehanHape	?	heavy	?	?	duh	36
KilokakaYsabel	?	they	?	?	maneri	7
Megiar	?	star	?	?	patui	1
Maori	?	dull,blunt	?	?	puuhuki	18
Rotuman	?	togrow	?	?	fupu	1
Rurutuan	?	wife	?	?	vaʔine	5
TobaBatak	?	nose	?	?	iguŋ	1
IlongotKakidugen	?	no,not	?	?	qawan	52
CentralAmis	?	tohit	?	?	mipalo	1
WewewaTanaRighudialect	?	yellow	?	?	kuninga	1
Auhelawa	?	bad,evil	?	?	yababa	18
TaeSToraja	?	tocry	?	?	taŋiʔ	1
MonoAlu	?	todig	?	?	eli	1
Vilirupu	?	small	?	?	kirikiri	1
Indonesian	?	two	?	?	dua	1
Paulohi	?	blood	?	?	lala	1
Sunda	?	tooth	?	?	huntu	18
Lungga	?	tosee	?	?	ndoɣoro	57
Dobuan	?	root	?	?	ramuna	3
IfugaoBatad	?	fruit	?	?	bunga	9
KallahanKayapaProper	?	how?	?	?	piga	21
Ali	?	who?	?	?	esei	1
CiuliAtayal	?	you	?	?	cimuʔ	1
Balangaw	?	topound,beat	?	?	bayu	1
Emae	?	tovomit	?	?	rua/kina	8
RotiTermanuDialect	?	i	?	?	au	1
MaringeLeleghia	?	tocry	?	?	tahni	1
BikolNagaCity	?	sky	?	?	langit	1
Bajo	?	toshoot	?	?	andak	1
MalayBahasaIndonesia	?	thou	?	?	eŋkau	1
MalayBahasaIndonesia	?	thou	?	?	kamu	10
Thao	?	in,inside	?	?	i	19
BanggaiWdialect	?	eye	?	?	mata	1
ManoboDibabawon	?	bone	?	?	bɨkɨg	16
NggaoPoro	?	blood	?	?	dadarana	1
Bugotu	?	tothink	?	?	gana	14
TaliseMoli	?	six	?	?	ɔnɔ	1
Vitu	?	bad,evil	?	?	daha	1
Bali	?	tobite	?	?	nəgut	30
Penrhyn	?	small	?	?	poto	10
Penrhyn	?	small	?	?	iti	66
Misima	?	fruit	?	?	eno|na	6
Tikopia	?	tobreathe	?	?	maanava	1
ManoboSaranganiKayapongaDialect	?	lake	?	?	lanaw	1
Carolinian	?	tohold	?	?	amwaschuw	16
Nati	?	green	?	?	asan	8
MelayuAmbon	?	green	?	?	ijo	25
SaranganiBlaan	?	todrink	?	?	minum	1
BajoBoepinang	?	two	?	?	dua	1
Dehu	?	father	?	?	kem	1
Marshallese	?	rain	?	?	witey	1
SouAmanaTeru	?	tongue	?	?	mein	7
SaranganiBlaan	?	night	?	?	butaŋ	23
SakaoPortOlry	?	rotten	?	?	βœn	52
LwepeSantaCruz	?	mother	?	?	læe	26
ProtoMalayoPolynesian	?	rope	?	?	talih	1
Amahai	?	if	?	?	kalo	14
Dobuan	?	in,inside	?	?	gamwanaia	11
OldJavanese	?	rain	?	?	udan	1
Jawe	?	todie,bedead	?	?	mac	1
Sikaiana	?	below	?	?	lalo	8
Lakalai	?	sharp	?	?	mata	36
Lakalai	?	sharp	?	?	kara	69
Lamboya	?	mosquito	?	?	karagta	6
Tetum	?	painful,sick	?	?	moras	46
BabatanaLomaumbi	?	mother	?	?	tinae	1
Orkon	?	tolive,bealive	?	?	mɨl	1
Hoava	?	egg	?	?	vɔvɔtɔ	12
MaringeTataba	?	back	?	?	thagruna	12
ManoboSaranganiKayapongaDialect	?	smoke	?	?	qʌbʌl	1
AnejomAneityum	?	tosplit	?	?	ahtakwai	41
AttaPamplona	?	shoulder	?	?	abaga	1
Namakir	?	you	?	?	kami	13
Pondok	?	fog	?	?	habuang	6
Kusaie	?	narrow	?	?	ohsrihksrihk	13
PeteraraMaewo	?	ash	?	?	taniaxu	1
IfugaoBayninan	?	all	?	?	qamin	1
Ponapean	?	tocount	?	?	wadek	10
Werinama	?	black	?	?	mametan	1
GhariNggae	?	dull,blunt	?	?	paru	54
Surigaonon	?	four	?	?	upat	1
Asumboa	?	right	?	?	amasu	5
ProtoChuukic	?	feather	?	?	unauna	30
Ivasay	?	tosee	?	?	tiiban	41
Tongan	?	dust	?	?	efu	1
Yakan	?	good	?	?	hatul	36
LampungNyoMelinting	?	woman/female	?	?	səbɑy	1
TausugJoloDialect	?	tocry	?	?	magtangis	1
SaranganiBlaan	?	toblow	?	?	myuf	1
Ughele	?	tosuck	?	?	nɔnɔpia	22
Ughele	?	tosuck	?	?	nɔnɔpia	1
Kerinci	?	toeat	?	?	makan	1
MaringeKmagha	?	tobreathe	?	?	phaŋa	44
Tokelau	?	towork	?	?	gaaoioi	11
SubanonSiocon	?	tochew	?	?	momaqan	1
ApmaSuruMwerani	?	woods/forest	?	?	katraba	41
Talise	?	tosniff,smell	?	?	siɣini	12
TagbanwaAborlanDialect	?	root	?	?	gamut	3
Wanukaka	?	ear	?	?	wokahilu	4
RotiTermanuDialect	?	rat	?	?	lafo	1
Ngadha	?	dirty	?	?	zaki	1
Marquesan	?	dog	?	?	kui	7
MurnatenAlune	?	father	?	?	ama	1
SantaAna	?	mosquito	?	?	namu	1
SaipanCarolinian	?	belly	?	?	ubwa	11
AmbaiYapen	?	bone	?	?	ina	15
SantaAna	?	tocry	?	?	aŋi	1
SaranganiBlaan	?	dirty	?	?	magagsik	30
Buol	?	toyawn	?	?	moguab	1
PhanRangChamEasternCham	?	intestines	?	?	pruəc	23
SantaAna	?	mouth	?	?	fara	42
Nissan	?	skin	?	?	kapoko	12
TahitianthCentury	?	toknow,beknowledgeable	?	?	ite	12
NumbamiSiboma	?	we	?	?	aita	1
Belait	?	three	?	?	təlau	1
Watubela	?	breast	?	?	susu	1
PhanRangChamEasternCham	?	sharp	?	?	haluək	37
Mamboru	?	topound,beat	?	?	bai	1
Nahavaq	?	todig	?	?	ʔil	1
Lahanan	?	good	?	?	ia	1
Ghari	?	todie,bedead	?	?	mate	1
AmbrymSouthEast	?	name	?	?	isɛ	1
Varisi	?	stone	?	?	ipaka	8
Neveei	?	tolive,bealive	?	?	mour	1
Muyuw	?	tosleep	?	?	masis	56
Teanu	?	head	?	?	basa	9
Agta	?	thin	?	?	mʌlapit	1
Carolinian	?	tofall	?	?	pungu	15
MarquesanNukuhivadialect	?	nose	?	?	ihu	1
IfugaoAmganad	?	person/humanbeing	?	?	tagu	1
Sasak	?	eye	?	?	matə	1
Mamanwa	?	totieup,fasten	?	?	qɨkɨt	1
Bilur	?	todrink	?	?	iap	22
Mansaka	?	ash	?	?	qabu	1
Bantik	?	three	?	?	tatulu	1
EastSumbaneseKamberaSoutherndialect	?	toclimb	?	?	hai	4
BuruNamroleBay	?	one	?	?	sa	1
Werinama	?	we	?	?	ita	1
Werinama	?	we	?	?	am	2
BanggaiWdialect	?	bone	?	?	buku	16
Ubir	?	toyawn	?	?	e|momowab	1
MagoriSouthEastPapua	?	cloud	?	?	nogara	24
Amara	?	what?	?	?	saga	1
Lau	?	topound,beat	?	?	sau	4
Puluwatese	?	eye	?	?	meha	1
Lahanan	?	tocount	?	?	pinap	2
Penrhyn	?	wind	?	?	matangi	1
Penrhyn	?	wind	?	?	sau	10
Saisiat	?	wind	?	?	baiʔ	2
Tokelau	?	hair	?	?	lauulu	3
Tokelau	?	hair	?	?	fulu	31
Tokelau	?	hair	?	?	lauulu	40
BerawanLongTerawan	?	dust	?	?	apoʔ	1
Serili	?	tostand	?	?	ljɛbri	4
ChuukeseAKATrukese	?	toplant	?	?	ffot	6
MalayBahasaIndonesia	?	man/male	?	?	lakilaki	2
BontokGuinaang	?	ash	?	?	dapul	17
Rurutuan	?	that	?	?	teeraa	1
SyeErromangan	?	skin	?	?	noclehnta	1
SyeErromangan	?	skin	?	?	nta	46
PaameseSouth	?	tooth	?	?	luho	1
Kisar	?	red	?	?	mere	1
Takuu	?	liver	?	?	ate	1
Marquesan	?	other	?	?	ke	19
IfugaoAmganad	?	six	?	?	qonom	1
MalayBahasaIndonesia	?	left	?	?	kiri	1
ManoboSaranganiKayapongaDialect	?	two	?	?	dowa	1
Kisar	?	wind	?	?	anne	1
Tontemboan	?	tovomit	?	?	məluaʔ	8
MalayBahasaIndonesia	?	warm	?	?	panas	1
Saaroa	?	they	?	?	isa	3
Takuu	?	name	?	?	inoa	6
KenyahLongAnap	?	stick/wood	?	?	kayu	1
Bali	?	green	?	?	gadang	28
Mono	?	ear	?	?	tanna	1
Rurutuan	?	meat/flesh	?	?	ʔiʔo	10
Takuu	?	todrink	?	?	unu	1
Mouk	?	worm_earthworm	?	?	oglut	14
Lou	?	tosit	?	?	tuk	80
Nggela	?	person/humanbeing	?	?	tinoni	10
Kahua	?	tosplit	?	?	waɣaria	32
ManoboAtadownriver	?	louse	?	?	kutu	1
ProtoCentralEasternMalayoPolynesian	?	child	?	?	anak	1
Moken	?	leaf	?	?	daʔon	1
ProtoCentralEasternMalayoPolynesian	?	toyawn	?	?	mawap	1
UveaWest	?	long	?	?	loa	12
ProtoSouthernMindanaon	?	tostand	?	?	tadag	22
UveaEast	?	thunder	?	?	mana	37
UveaEast	?	thunder	?	?	faisisili	14
LauNorth	?	tosuck	?	?	noto	28
LauNorth	?	tosuck	?	?	noto	1
ProtoCentralMalayoPolynesian	?	leaf	?	?	daun	1
Wanukaka	?	tobite	?	?	kahi	1
Wedau	?	snake	?	?	mota	12
Rurutuan	?	head	?	?	pao	10
MelanauMukah	?	new	?	?	baʔew	1
SambalBotolan	?	mother	?	?	qindoq	16
Iaai	?	above	?	?	ban	2
Bilibil	?	dry	?	?	kararak	20
CiuliAtayal	?	dog	?	?	huzil	2
Rarotongan	?	tospit	?	?	tu/tua/	15
Rarotongan	?	tospit	?	?	puaki	16
Loniu	?	wing	?	?	kapinin	2
ZabanaKia	?	root	?	?	zaɣara	2
VaeakauTaumako	?	leg/foot	?	?	vae	31
VaeakauTaumako	?	leg/foot	?	?	vae	1
Bonfia	?	wind	?	?	j|akin	1
ManoboSaranganiKayapongaDialect	?	head	?	?	qolo	1
BontocGuinaang	?	thick	?	?	sɨdɨl	34
Mouk	?	child	?	?	otno	5
Komering	?	green	?	?	hujaw	25
Puyuma	?	toturn	?	?	muliulius	2
Dehu	?	yellow	?	?	hmed	45
ProtoSouthernMindanaon	?	towalk	?	?	qaguw	18
ProtoSouthernMindanaon	?	towalk	?	?	tana	19
Sisingga	?	rope	?	?	nokoso	46
Ura	?	tobreathe	?	?	esomsak	34
ElatKeiBesar	?	he/she	?	?	i	1
Nahavaq	?	tocry	?	?	teŋ	1
Haku	?	blood	?	?	rahatsing	8
Tuvalu	?	dry	?	?	maloo	13
MunaKatobuTongkunoDialect	?	moon	?	?	wula	1
BuruNamroleBay	?	father	?	?	ama	1
GhariNggae	?	child	?	?	mbaka	41
EastSumbaneseLewadialect	?	tosteal	?	?	manganga	31
Tape	?	red	?	?	miel	1
Woleaian	?	toswim	?	?	yafe	7
TaliseMalagheti	?	tohear	?	?	rɔŋɔnia	1
Mokilese	?	who?	?	?	je	9
Kambera	?	tothink	?	?	kanalu	29
Luangiua	?	year	?	?	he/kau/	1
Maututu	?	tothrow	?	?	pigi	39
FutunaEast	?	toswell	?	?	fu/fula/	7
Lenakel	?	leaf	?	?	nəmwal	30
Lenakel	?	leaf	?	?	nəmwal	1
Popalia	?	two	?	?	ɗuwa	1
Waropen	?	tokill	?	?	muna	1
Naman	?	tosit	?	?	leg	41
TboliTagabili	?	star	?	?	blɔtik	19
Bajo	?	four	?	?	papat	1
KelabitBario	?	name	?	?	ŋadan	1
Lampung	?	sand	?	?	pasik	18
KelabitBario	?	sea	?	?	baŋet	24
TannaSouthwest	?	snake	?	?	taŋalua	14
Mokilese	?	two	?	?	ria	1
Mbirao	?	tosniff,smell	?	?	sihinia	12
PhanRangChamEasternCham	?	new	?	?	barahuw	1
Serua	?	belly	?	?	niʔa	6
MarquesanNukuhivadialect	?	tohear	?	?	oko	1
HituAmbon	?	neck	?	?	enu	79
Tongan	?	wide	?	?	laulahi	9
Kisar	?	tostand	?	?	nama|riri	1
ProtoMicronesian	?	tocut,hack	?	?	tafasi	18
DayakNgaju	?	what?	?	?	narai	11
ItnegBinongan	?	wind	?	?	dobdob	37
Indonesian	?	louse	?	?	kutu	1
IfugaoAmganad	?	nine	?	?	hiyam	9
EastSumbaneseKamberaSoutherndialect	?	tail	?	?	kaiku	1
Namakir	?	dog	?	?	kiri	7
Kokota	?	mother	?	?	ido	19
Misima	?	tosuck	?	?	i|mim	77
TannaSouthwest	?	stone	?	?	kopwiel	6
Penrhyn	?	woods/forest	?	?	voo	14
Ogan	?	near	?	?	paraʔ	27
VaeakauTaumako	?	person/humanbeing	?	?	tai	1
NehanHape	?	skin	?	?	kapokon	12
BuruNamroleBay	?	thunder	?	?	gogo	1
ProtoCentralMalayoPolynesian	?	near	?	?	raŋi	1
Niue	?	who?	?	?	hai	1
Tikopia	?	skin	?	?	kiri	1
IfugaoAmganad	?	ten	?	?	himpulu	5
Sikaiana	?	fat/grease	?	?	sinu	12
Nias	?	toplant	?	?	tano	2
Tontemboan	?	they	?	?	sera	1
Tongan	?	woman/female	?	?	fefine	1
Kapampangan	?	eye	?	?	mata	1
KallahanKeleyqiq	?	tocry	?	?	nangih	1
Savosavo	?	tongue	?	?	lapi	21
Uruava	?	rain	?	?	uana	1
LamogaiMulakaino	?	snake	?	?	amat	12
TahitianModern	?	nose	?	?	ihu	1
Imorod	?	tochew	?	?	manmama	1
ProtoChuukic	?	tocount	?	?	wade	10
ProtoChuukic	?	tocount	?	?	paaŋi	11
Puluwatese	?	togrow	?	?	fooleya	8
Nahavaq	?	i	?	?	kinaŋ	1
Vitu	?	todrink	?	?	ǥinu	1
Mamanwa	?	new	?	?	bagqo	1
Nehan	?	sharp	?	?	oman	24
Penrhyn	?	when?	?	?	aahea	5
Nahavaq	?	dog	?	?	kilu	7
Kairiru	?	tohear	?	?	ruoŋ	1
Seimat	?	toscratch	?	?	axuti	44
Soa	?	head	?	?	ulu	1
PalawanBatak	?	liver	?	?	qatay	1
SouthEfate	?	toopen,uncover	?	?	pelgat	13
TausugJoloDialect	?	toburn	?	?	sunug	21
Yabem	?	father	?	?	tama	1
Mwotlap	?	back	?	?	nɪklɛk	54
Siar	?	fish	?	?	sis	50
MurnatenAlune	?	root	?	?	lamuiti	3
Marshallese	?	where?	?	?	yi’yah	3
Nukuoro	?	we	?	?	gida/adeu	1
Mailu	?	bird	?	?	manu	1
Maranao	?	lake	?	?	ranaw	1
MalayBahasaIndonesia	?	skin	?	?	kulit	1
Tagabili	?	tofall	?	?	btang	47
Lala	?	night	?	?	boniai	1
Tuvalu	?	todream	?	?	miti	36
UveaEast	?	right	?	?	matau	5
Cebuano	?	tocount	?	?	ihap	2
Maori	?	back	?	?	tuaraa	11
Mori	?	tooth	?	?	ŋisi	75
Madurese	?	wet	?	?	bacca	1
Popalia	?	dirty	?	?	kotoro	31
ArosiOneibiaVillage	?	tolive,bealive	?	?	tahitahi	32
Nehan	?	tostab,pierce	?	?	sop	17
Roma	?	leg/foot	?	?	lakəna	9
ProtoMalayoPolynesian	?	tosniff,smell	?	?	hajek	1
SaranganiBlaan	?	leaf	?	?	doqon	1
Varisi	?	white	?	?	kakasa	17
Buli	?	salt	?	?	gasi	20
Emae	?	old	?	?	tuai	48
Madara	?	toscratch	?	?	gave	50
Moken	?	dust	?	?	kaboy	31
MaloSantaCruz	?	bad,evil	?	?	tœka	12
Sasak	?	lightning	?	?	kisap	1
Carolinian	?	tohunt	?	?	scheey	9
Imroing	?	name	?	?	nunmu	3
Mouk	?	feather	?	?	uole	11
Nduke	?	tosit	?	?	tɔtu	21
Vano	?	short	?	?	fekureioko	33
Cebuano	?	that	?	?	kana	1
TaeSToraja	?	three	?	?	tallu	1
Bugotu	?	eye	?	?	mata	1
MalayBahasaIndonesia	?	wide	?	?	lebar	1
Tabar	?	todrink	?	?	unu	1
Inibaloi	?	seven	?	?	pito	1
ManoboAtaupriver	?	head	?	?	qulu	1
SaranganiBlaan	?	stick/wood	?	?	kayo	1
Talur	?	fish	?	?	iʔan	1
Levei	?	tosniff,smell	?	?	munuhuŋ	8
Loniu	?	wide	?	?	melehan	6
Pingilapese	?	tosteal	?	?	pirapa	8
PeteraraMaewo	?	tocry	?	?	ŋara	5
ManoboSaranganiKayapongaDialect	?	eight	?	?	walo	3
MadakLamasongDial	?	toblow	?	?	vu	1
BlablangaGhove	?	todrink	?	?	kɔu	30
SaipanCarolinian	?	tooth	?	?	ŋii	30
Cebuano	?	meat/flesh	?	?	unod	27
Ura	?	sand	?	?	nalvin	50
Tokelau	?	seven	?	?	fitu	1
Nahavaq	?	rat	?	?	lambut	45
Oroha	?	totieup,fasten	?	?	pasua	63
BilaanSarangani	?	ten	?	?	sfaloq	13
Lou	?	water	?	?	wei	2
GauraNggaura	?	tokill	?	?	pamate	2
Merei	?	what?	?	?	sava	1
ChekeHolo	?	hand	?	?	khame	13
Kwamera	?	toburn	?	?	ahi	42
Nalik	?	father	?	?	damana	1
Nalik	?	father	?	?	tete	23
Mouk	?	star	?	?	biku	1
Lau	?	sky	?	?	salo	13
IfugaoAmganad	?	painful,sick	?	?	hakit	1
PaameseSouth	?	name	?	?	iso	1
Ngadha	?	todream	?	?	nipi	1
ProtoOceanicPawley	?	this	?	?	ani	1
Siar	?	two	?	?	iru	1
ChekeHolo	?	eye	?	?	tatha	17
LungaLungaMinigir	?	year	?	?	kilala	35
Mokilese	?	cold	?	?	pow	11
Mokilese	?	cold	?	?	pow	1
Gapapaiwa	?	tosqueeze	?	?	vorovoroi	1
Roviana	?	meat/flesh	?	?	masana	43
Surigaonon	?	toeat	?	?	kaon	1
Maanyan	?	tooth	?	?	dipen	1
MaringeLeleghia	?	ear	?	?	khulina	6
BerawanLongTerawan	?	thin	?	?	lippəh	1
Aria	?	louse	?	?	otu	1
Yami	?	leg/foot	?	?	ai	1
Anuta	?	mouth	?	?	ngutu	2
Malango	?	sharp	?	?	vavaŋa	14
Serua	?	bone	?	?	nkui	2
EastSumbaneseUmbuRatuNggaidialect	?	flower	?	?	wala	4
Bali	?	blood	?	?	gətih	18
Gedaged	?	toswim	?	?	log	28
Kedang	?	toknow,beknowledgeable	?	?	mui	46
PeteraraMaewo	?	rope	?	?	xawe	25
Marquesan	?	hair	?	?	ouoho	3
TannaSouthwest	?	leg/foot	?	?	nuhu	75
Mbirao	?	child	?	?	mbaka	41
SamalSiasiDialect	?	toswim	?	?	langi	1
Kairiru	?	todie,bedead	?	?	myat	1
EastSumbaneseLewadialect	?	toblow	?	?	paroru	2
Mapun	?	totieup,fasten	?	?	ingkot	1
Madurese	?	name	?	?	nama	12
Chuukese	?	rain	?	?	wuut	1
Nage	?	sharp	?	?	tekka	5
Maleu	?	tofear	?	?	motou	1
Lahanan	?	bone	?	?	tulwaŋ	1
FutunaAniwa	?	toclimb	?	?	khava	2
FutunaAniwa	?	toclimb	?	?	fishi	6
ManoboAtadownriver	?	tosteal	?	?	takowon	27
TagbanwaKalamianCoronIslandDialect	?	tail	?	?	qikuy	1
Patpatar	?	eye	?	?	mata	1
Kalagan	?	no,not	?	?	diliq	2
Hawaiian	?	tofear	?	?	makau	1
AttaPamplona	?	nose	?	?	igung	1
Tunjung	?	you	?	?	kam	7
RotiTermanuDialect	?	father	?	?	ama	1
Nauna	?	i	?	?	ayu	1
NehanHape	?	man/male	?	?	bulot	16
Pondok	?	night	?	?	gadi	5
MinyaifuinGebe	?	one	?	?	pisa	1
SouthEastBabar	?	old	?	?	lɛpor	4
Minangkabau	?	earth/soil	?	?	tanah	1
Varisi	?	toknow,beknowledgeable	?	?	rɔve	21
KasiraIrahutu	?	stone	?	?	kami	11
MalayBahasaIndonesia	?	tosew	?	?	menjahit	2
Diodio	?	we	?	?	amaitoto	2
Mokilese	?	tochew	?	?	ŋid	11
Kiribati	?	person/humanbeing	?	?	aomata	67
LwepeSantaCruz	?	tail	?	?	niŋglu	35
Kis	?	smoke	?	?	kasik	2
KalingaGuinaangLubuaganDialect	?	bad,evil	?	?	lawwing	34
Bunun	?	back	?	?	iku	1
SyeErromangan	?	thou	?	?	kik	1
Doura	?	blood	?	?	rarau	1
UveaEast	?	tohold	?	?	kuku	12
UveaEast	?	tohold	?	?	puke	13
UveaEast	?	tohold	?	?	hapo	15
UveaEast	?	tohold	?	?	tago	14
LioFloresTongah	?	todream	?	?	nipi	1
Hoava	?	toturn	?	?	taviɣiri	45
Vano	?	yellow	?	?	beve	32
MurnatenAlune	?	bird	?	?	manue	1
Indonesian	?	shy,ashamed	?	?	malu	20
Modang	?	stick/wood	?	?	kəjə	1
Kove	?	belly	?	?	apo	2
Pondok	?	feather	?	?	wulu	1
DumagatCasiguran	?	todig	?	?	kotkot	13
Wogeo	?	egg	?	?	ŋ|atol	1
LihirSunglik	?	wing	?	?	palpalion	17
Kisar	?	rotten	?	?	popo	8
SivisaTitan	?	eye	?	?	mata	1
Neveei	?	thin	?	?	malivaliv	1
Madak	?	five	?	?	walimo	1
Lau	?	toflow	?	?	igwa	34
TannaSouthwest	?	yellow	?	?	akwlha	42
Kusaghe	?	toeat	?	?	ŋaniŋani	1
Kusaghe	?	toeat	?	?	ŋaniŋani	12
Aiwoo	?	rat	?	?	lapu	1
Levei	?	snake	?	?	mwok	12
Saa	?	three	?	?	olu	1
KankanayNorthern	?	near	?	?	qasagqɨn	47
Masiwang	?	fog	?	?	siwan	4
FutunaEast	?	where?	?	?	fea	3
Babuza	?	snake	?	?	ibien	4
PeteraraMaewo	?	belly	?	?	taŋgwaŋi	13
Nukuoro	?	neck	?	?	ua	18
Kwamera	?	stone	?	?	kəpwier	6
Ilokano	?	grass	?	?	ruot	2
Soa	?	toswell	?	?	bowo	31
TahitianModern	?	at	?	?	i	1
Kwamera	?	tobite	?	?	ahi	1
Levei	?	todream	?	?	im|mih	1
Levei	?	todream	?	?	im|mih	37
Paiwan	?	eye	?	?	matsa	1
Pangasinan	?	thunder	?	?	carol	2
ProtoSouthernMindanaon	?	far	?	?	mawɨg	26
ItnegBinongan	?	heavy	?	?	nadagsɨn	23
Chru	?	big	?	?	prong	34
Seimat	?	tobreathe	?	?	ha|naw	1
Naman	?	seven	?	?	nsuru	9
Nengone	?	right	?	?	nata	5
Mor	?	that	?	?	nuana	1
Iranun	?	eight	?	?	walu	3
Gedaged	?	moon	?	?	fulei	1
Kambera	?	black	?	?	mitiŋŋu	1
Kokota	?	ear	?	?	taglana	1
Mono	?	tolive,bealive	?	?	sale	38
WesternBukidnonManobo	?	old	?	?	guraŋ	21
Ogan	?	you	?	?	kamu	1
Bonfia	?	water	?	?	wai	2
Tontemboan	?	two	?	?	rua	1
Soboyo	?	fish	?	?	kena	22
Selaru	?	blood	?	?	lara	1
Luang	?	old	?	?	namtoʔə	1
SantaAna	?	todie,bedead	?	?	mae	1
Neveei	?	tocome	?	?	vwelem	25
BajoKayuadi	?	blood	?	?	lahaʔ	1
Torau	?	shoulder	?	?	arau	1
Rennellese	?	one	?	?	tahi	1
Woleai	?	two	?	?	riuwa	1
Ibanag	?	topound,beat	?	?	mabbayu	1
Chuukese	?	toscratch	?	?	eriker	12
Marshallese	?	tohide	?	?	yekyek	3
SaaUlawa	?	wing	?	?	ʔapaʔapana	1
Ririo	?	totieup,fasten	?	?	qol	55
BuruNamroleBay	?	two	?	?	rua	1
BanjareseMalay	?	thin	?	?	tipis	1
Avava	?	one	?	?	sapm	1
Molima	?	leaf	?	?	yawai	17
Rurutuan	?	belly	?	?	ʔoopuu	2
Tanga	?	nose	?	?	nornor	15
Saaroa	?	tooth	?	?	aɬi	2
Vano	?	toliedown	?	?	eno	1
Neveei	?	mother	?	?	sne	1
SangirTabukangDialect	?	tospit	?	?	ɨdu	50
Paulohi	?	skin	?	?	urite	1
Lahanan	?	child	?	?	anak	1
Tugun	?	rain	?	?	usa	1
Baree	?	old	?	?	tuʔɑ	1
Aputai	?	night	?	?	sema	40
KallahanKeleyqiq	?	new	?	?	baluh	1
Hawaiian	?	dull,blunt	?	?	mumu	10
TungagTungakLavongai	?	stick/wood	?	?	vukei	1
KaulongAuVillage	?	above	?	?	won	13
Lampung	?	tobuy	?	?	ŋəbələy	1
Serili	?	fish	?	?	ɛl	4
MaringeKmagha	?	right	?	?	hneta	11
Manam	?	todie,bedead	?	?	mate	1
Mengen	?	toshoot	?	?	pare	1
Masiwang	?	tobuy	?	?	balat	5
Misima	?	tohear	?	?	i|hago	1
LungaLungaMinigir	?	who?	?	?	sia	1
KwaraaeSolomonIslands	?	toscratch	?	?	kame	14
Vaghua	?	wind	?	?	seva	14
Nila	?	skin	?	?	ulti	1
Jawe	?	toyawn	?	?	oahem	5
AmbrymSouthEast	?	sharp	?	?	kan	14
Ibanag	?	moon	?	?	vulan	1
BolaangMongondow	?	two	?	?	deewa	1
Iban	?	thick	?	?	tebal	26
MalayBahasaIndonesia	?	bone	?	?	tulang	1
Kedang	?	stick/wood	?	?	ai	1
Bonerate	?	tohide	?	?	ɔkɔ	15
ArosiTawatanaVillage	?	six	?	?	ɔnɔ	1
Paulohi	?	wife	?	?	pipina	5
GorontaloHulondalo	?	black	?	?	moyitomo	1
ProtoOceanicBlust	?	sea	?	?	tasik	1
ProtoOceanicBlust	?	sea	?	?	laur	6
ProtoOceanicBlust	?	sea	?	?	wasas	21
Roviana	?	new	?	?	vaqurana	1
Neveei	?	toeat	?	?	aan	1
Fagani	?	tolive,bealive	?	?	itahi	32
Puluwatese	?	tofear	?	?	mehak	1
DayakBakatiqSaraRiok	?	narrow	?	?	sampit	68
Selaru	?	totieup,fasten	?	?	et	8
Selaru	?	totieup,fasten	?	?	rakit	1
Naman	?	no,not	?	?	esəɣ	10
Gedaged	?	mosquito	?	?	na	1
Idaan	?	painful,sick	?	?	pedtos	23
ProtoAustronesian	?	i	?	?	iaku	1
Gabadi	?	person/humanbeing	?	?	kau	1
WindesiWandamen	?	father	?	?	tama	1
Kambera	?	tosit	?	?	mandapu	6
Kambera	?	tosit	?	?	uhuku	8
WesternFijianNavosa	?	where?	?	?	ivei	3
UveaEast	?	night	?	?	poouli	1
Dobuan	?	toyawn	?	?	mwawa	1
ProtoOceanicBlust	?	cloud	?	?	qaʀoq	12
Nissan	?	tosleep	?	?	hohow	13
Luangiua	?	you	?	?	oolua	16
MonoAlu	?	mother	?	?	nkana	28
Bilibil	?	they	?	?	i	1
