ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	POPULATION_NAME	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID	TOKENS
7290	Nocte	NOC	knyk		noct1238	walk (go)	92	ka, kala	ka	2706	2706:walk (go)	20	0		736	k a
7291	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	walk (go)	92	se.33	se³³	1631	1631:walk (go)	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	352	s e ³³
7292	Khaling	KLN	kir		khal1275	walk (go)	92	lam--thi. L-	lam--thi_L	939	939:walk (go)	20	0		1534	l a m + + tʰ i _
7293	Langsu-Maru	LAN	bur		maru1249	walk (go)	92	su.35	su³⁵	2012	2012:walk (go)	20	0		486	s u ³⁵
7294	W. Kayah	KYH	kar	Karen	west2409	walk (go)	92	cɨə.55	cɨə⁵⁵	1388	1388:walk (go)	20	0	Kayah Western	246	ts ɨ ə ⁵⁵
7295	Written Tibetan	WRT	tib	Tibetan	tibe1272	walk (go)	92	ãgro	ãgro	2234	2234:walk (go)	20	0		555	ã ∼ ◦ g r o
7296	Nishi	NIS	tani	Nysha	nisi1238	walk (go)	92	i 'go down'	i_'go_down'	2762	2762:walk (go)	20	0	Nisi?	810	i _ ʔ ◦ g o _ d o w n ʔ
7297	Batang Tibetan	BAT	tib		kham1282	walk (go)	92	nʒ́o.231	nʒ́o²³¹	2234	2234:walk (go)	20	0		555	n ʒʲ o ² ◦ ³¹
7298	Gurung	GUR	gur		guru1261	walk (go)	92	xya:.1-ba.2	xyaː¹-ba²	2762	2762:walk (go)	20	0		810	x y aː ¹ ◦ + b a ²
7299	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	walk (go)	92	ćo.13	ćo¹³	2234	2234:walk (go)	20	0		555	tsʲ o ¹³
7300	Garo	GAR	bodo	Garo	garo1247	walk (go)	92	re-a	re-a	635	635:walk (go)	20	0		1418	r e + a
7301	Hill-Miri	HIL	tani	Nysha	nyis1236	walk (go)	92	in	in	2762	2762:walk (go)	20	0		810	i n
7302	Limbu	LIM	kir		limb1266	walk (go)	92	pe:k=maʔ, -pe:g	peːkmaʔ	196	196:walk (go)	20	0		469	p eː ◦ k m a ʔ
7303	Upper-Bangni	UBA	tani		bang1338	walk (go)	92	ihf 'go down'	ihf_'go_down'	2762	2762:walk (go)	20	0		810	i h f _ ʔ ◦ g o _ d o w n ʔ
7304	Leqi	LEQ	bur		lash1243	walk (go)	92	lɔ:.55	lɔː⁵⁵	1868	1868:walk (go)	20	0		442	l ɔː ⁵⁵
7305	Hakka	HKK	sino	Hakka	hakk1236	walk (go)	92	hi4	hi⁴	4576	4576:walk (go)	20	0		1319	h i ⁴
7306	Motuo-M	MOT	mot	Tibetan	dakp1242	walk (go)	92	de	de	939	939:walk (go)	20	0	Tawang Monpa, Dakpakha?	1534	d e
7307	Tujia	TUJ	tujia	Tujia	nort2732	walk (go)	92	ɣɨ.3	ɣɨ³	635	635:walk (go)	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1418	ɣ ɨ ³
7308	Beijing	PEK	sino	CHB	mand1415	walk (go)	92	zǒu 走	zǒu	4575	4575:walk (go)	20	0		1318	z o u
7309	Zhaba	ZHA	syc		zhab1238	walk (go)	92	so.21	so²¹	2012	2012:walk (go)	20	0	Stage 2	486	s o ²¹
7310	Kaike	KAY	kay		kaik1246	walk (go)	92	len-	len	1868	1868:walk (go)	20	0		442	l e n
7311	Yintale	YIN	kar	Karen	yint1235	walk (go)	92	ha.55 lɛ.55	ha⁵⁵_lɛ⁵⁵	2012	2012:walk (go)	20	0	Yintale Karen	486	h a ⁵⁵ ◦ l ɛ ⁵⁵
7312	Jinuo	JIN	bur	Jinuo	youl1235	walk (go)	92	zo.44	zo⁴⁴	2762	2762:walk (go)	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	810	z o ⁴⁴
7313	Serdukpen	SER	sul		sher1257	walk (go)	92	oŋ-	oŋ	2012	2012:walk (go)	20	0	Stage 2	486	o ŋ
7314	Namuzi	NAM	syc		namu1246	walk (go)	92	mbɛ.55	mbɛ⁵⁵	196	196:walk (go)	20	0		469	m b ɛ ⁵⁵
7315	Xiaxe Tibetan	XIA	tib		amdo1237	walk (go)	92	nʒ́o	nʒ́o	2234	2234:walk (go)	20	0		555	n ʒʲ o
7316	Lüsu	LUS	syc		lisu1250	walk (go)	92	ji.35	ji³⁵	2762	2762:walk (go)	20	0		810	j i ³⁵
7317	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	walk (go)	92	ɨ	ɨ	2012	2012:walk (go)	20	0	Naga Yimchungru	486	ɨ
7318	Liangmai	LIA	naga		lian1251	walk (go)	92	tad	tad	1250	1250:walk (go)	20	0		213	t a d
7319	Dimasa	DIM	bodo		dima1251	walk (go)	92	sa	sa	1631	1631:walk (go)	20	0		352	s a
7320	Yeinbaw	YEI	kar	Karen	yinb1236	walk (go)	92	tụ.11 khlai.44	tụ¹¹_khlai⁴⁴	953	953:walk (go)	20	0	Yinbaw Karen	1538	t ṵ ¹¹ ◦ kʰ l a i ⁴⁴
7321	N-Qiang	QIA	syc		nort2722	walk (go)	92	kə	kə	2706	2706:walk (go)	20	0	Stage 2	736	k ə
7322	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	walk (go)	92	nʒ́i.33	nʒ́i³³	4198	4198:walk (go)	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	1008	n ʒʲ i ³³
7323	Zeme	ZEM	naga		zeme1240	walk (go)	92	tat	tat	1250	1250:walk (go)	20	0		213	t a t
7324	Jingpo	JNP	jnp		kach1280	walk (go)	92	sa.33	sa³³	1631	1631:walk (go)	20	0	Jinghpaw; Stage 2	352	s a ³³
7325	Bodo	BOD	bodo		bodo1269	walk (go)	92	taʔŋ	taʔŋ	921	921:walk (go)	20	0		1521	t a ʔ ŋ
7326	Fuzhou	FUZ	sino	Han	mind1253	walk (go)	92	kho31	kho³¹	4576	4576:walk (go)	20	0		1319	kʰ o ³¹
7327	Burmese	WRB	bur	Burmese	nucl1310	walk (go)	92	swa:	swaː	2012	2012:walk (go)	20	0		486	s w aː
7328	Horpa	DAO	syc		horp1239	walk (go)	92	ćə	ćə	1631	1631:walk (go)	20	0		352	tsʲ ə
7329	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	walk (go)	92	ao	ao	2012	2012:walk (go)	20	0	Naga Ao	486	a o
7330	Padam	PAD	tani		pada1257	walk (go)	92	en	en	2762	2762:walk (go)	19	0		810	e n
7331	Bola	BOL	bur		pela1242	walk (go)	92	ai.55	ai⁵⁵	4199	4199:walk (go)	20	0		1009	a i ⁵⁵
7332	Guiqiong	GUI	syc		guiq1238	walk (go)	92	ćhy.33 ćhy.	ćhy³³_ćhy	1631	1631:walk (go)	20	0		352	tsʲʰ y ³³ ◦ tsʲʰ y
7333	Gangte	GAN	chin		gang1266	walk (go)	92	chieh	chieh	1388	1388:walk (go)	20	0		246	tsʰ i e h
7334	Pochuri	POC	naga		poch1243	walk (go)	92	wa	wa	2012	2012:walk (go)	20	0		486	w a
7335	Old Chinese	OCH	sino	Han	oldc1244	walk (go)	92	u̯a 于	u̯a	2012	2012:walk (go)	-10	0		486	w a
7336	Geker	GEK	kar	Karen	geko1235	walk (go)	92	b̄a.55 lʌi.51	b̄a⁵⁵_lʌi⁵¹	1868	1868:walk (go)	20	0	Geko Karen?	442	b̄ a ⁵⁵ ◦ l ʌ i ⁵¹
7337	Nishi	NIS	tani	Nysha	nisi1238	walk (go)	92	cha 'go up'	cha_'go_up'	1388	1388:walk (go)	20	0	Nisi?	246	tsʰ a _ ʔ ◦ g o _ u p ʔ
7338	Upper-Bangni	UBA	tani		bang1338	walk (go)	92	che 'go up'	che_'go_up'	1388	1388:walk (go)	20	0		246	tsʰ e _ ʔ ◦ g o _ u p ʔ
7339	Yintale	YIN	kar	Karen	yint1235	walk (go)	92	ha.55 lɛ.55	ha⁵⁵_lɛ⁵⁵	1868	1868:walk (go)	20	0	Yintale Karen	442	h a ⁵⁵ ◦ l ɛ ⁵⁵
7340	Yeinbaw	YEI	kar	Karen	yinb1236	walk (go)	92	tụ.11 khlai.44	tụ¹¹_khlai⁴⁴	1868	1868:walk (go)	20	0	Yinbaw Karen	442	t ṵ ¹¹ ◦ kʰ l a i ⁴⁴
7341	Quueyu	QUE	syc		quey1238	warm	93	ły.55 ły.33	ły⁵⁵_ły³³	1835	1835:warm	20	0		422	ɬ y ⁵⁵ ◦ ɬ y ³³
7342	Dhimal	DHI	dhim		dhim1246	warm	93	boboka	boboka	4351	4351:warm	20	0		1125	b o ◦ b o ◦ k a
7343	Apatari	APA	tani		apat1240	warm	93	gùbú	gùbú	454	454:warm	20	0		1290	g u ◦ b u
7345	Jirel	JIR	tib		jire1238	warm	93	ṭhom. L1=mu. L1 E	ṭhom_L¹mu_L¹_E	4202	4202:warm	20	0		1010	ʈ h o m _ ¹ ◦ m u _ ¹ ◦
7346	Old Chinese	OCH	sino	Han	oldc1244	warm	93	ʔūn 溫	ʔūn	4577	4577:warm	-10	0		1320	ʔ uː n
7347	Idu	IDU	idu		idum1241	warm	93	loŋ.2	loŋ²	1835	1835:warm	20	0		422	l o ŋ ²
7348	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	warm	93	elama	elama	1835	1835:warm	20	0	Naga Lotha	422	e ◦ l a ◦ m a
7349	Lushai	LSH	chin		lush1249	warm	93	lum	lum	1835	1835:warm	20	0		422	l u m
7350	Lepcha	LEP	lep		lepc1244	warm	93	ă	ă	4470	4470:warm	20	0		1220	a
7351	Sgaw	SGO	kar	Karen	sgaw1245	warm	93	k̯o.44 lə.33	k̯o⁴⁴_lə³³	1835	1835:warm	20	0		422	kʲ o ⁴⁴ ◦ l ə ³³
7352	Rourou	ROU	nung		nusu1239	warm	93	læ.33	læ³³	1835	1835:warm	20	0		422	l æ ³³
7353	Dulong	DUL	trun		drun1238	warm	93	lɨm.53	lɨm⁵³	1835	1835:warm	20	0		422	l ɨ m ⁵³
7354	Pa'O	PAO	kar	Karen	paok1235	warm	93	lom.22.22	lom²²²²	1835	1835:warm	20	0		422	l o m ²²/²²
7355	Geker	GEK	kar	Karen	geko1235	warm	93	k̯əɨʔ.53 la.22	k̯əɨʔ⁵³_la²²	1835	1835:warm	20	0	Geko Karen?	422	kʲ ə ɨ ʔ ⁵³ ◦ l a ²²
7356	Ersu	ERS	syc		ersu1241	warm	93	cha.55 cha.55	cha⁵⁵_cha⁵⁵	1189	1189:warm	20	0		176	tsʰ a ⁵⁵ ◦ tsʰ a ⁵⁵
7357	Sherpa	SHE	tib	Sherpa	sher1255	warm	93	chandi. LR, chen	chandi_LR	699	699:warm	20	0	Solu-Khumbu Sherpa	1446	tsʰ a n ◦ d i
7358	Rawang	RAW	trun		rawa1265	warm	93	lim	lim	1835	1835:warm	20	0		422	l i m
7359	Bokar	BOK	tani		bori1243	warm	93	yi: po	yiː_po	4315	4315:warm	20	0	Stage 2	1090	y iː _ p o
7360	Rabha	RAB	bodo		rabh1238	warm	93	túŋ-bur-asar-a	túŋ-bur-asar-a	4232	4232:warm	20	0		1029	t u ŋ + b u r + a ◦ s a r + a
7361	Hmar	HMA	chin		hmar1241	warm	93	lum	lum	1835	1835:warm	20	0		422	l u m
7362	Nusu	NUS	nung		nusu1239	warm	93	lɔ.35 ńɛr.35	lɔ³⁵_ńɛr³⁵	1835	1835:warm	20	0	Stage 2	422	l ɔ ³⁵ ◦ nʲ ɛ r ³⁵
7363	Geba	GEB	kar	Karen	geba1237	warm	93	ʔək̯o.22 k̯o.22	ʔək̯o²²_k̯o²²	1835	1835:warm	20	0		422	ʔ ə ◦ kʲ o ²² ◦ kʲ o ²²
7364	Manu	MNU	kar	Karen	manu1255	warm	93	lạ.11	lạ¹¹	1835	1835:warm	20	0	Manumanaw Karen	422	l a̰ ¹¹
7365	Alike Tibetan	ALI	tib		amdo1237	warm	93	ćo ɣə	ćo_ɣə	4202	4202:warm	20	0		1010	tsʲ o _ ɣ ə
7366	Shixing	SHI	syc		shix1238	warm	93	ji.55	ji⁵⁵	4204	4204:warm	20	0		1011	j i ⁵⁵
7367	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	warm	93	chɨ.33	chɨ³³	1189	1189:warm	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	176	tsʰ ɨ ³³
7368	Khaling	KLN	kir		khal1275	warm	93	hɔynpɛ. L	hɔynpɛ_L	4366	4366:warm	20	0		1134	h ɔ y n ◦ p ɛ _
7369	Langsu-Maru	LAN	bur		maru1249	warm	93	ŋjö.35	ŋjö³⁵	2763	2763:warm	20	0		811	ŋ j ö ³⁵
7370	W. Kayah	KYH	kar	Karen	west2409	warm	93	lẹ.11	lẹ¹¹	1835	1835:warm	20	0	Kayah Western	422	l ḛ ¹¹
7371	Written Tibetan	WRT	tib	Tibetan	tibe1272	warm	93	dron  po	dron__po	699	699:warm	20	0		1446	d r o n _ p o
7372	Batang Tibetan	BAT	tib		kham1282	warm	93	ćo.13 bo.53	ćo¹³_bo⁵³	4202	4202:warm	20	0		1010	tsʲ o ¹³ ◦ b o ⁵³
7373	Gurung	GUR	gur		guru1261	warm	93	la:.1-la	laː¹-la	1835	1835:warm	20	0		422	l aː ¹ ◦ + l a
7374	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	warm	93	ćho.13 po.55	ćho¹³_po⁵⁵	4202	4202:warm	20	0		1010	tsʲʰ o ¹³ ◦ p o ⁵⁵
7375	Garo	GAR	bodo	Garo	garo1247	warm	93	diŋ-a	diŋ-a	4232	4232:warm	20	0		1029	d i ŋ + a
7376	Hill-Miri	HIL	tani	Nysha	nyis1236	warm	93	og	og	454	454:warm	20	0		1290	o g
7377	Limbu	LIM	kir		limb1266	warm	93	mɔk=maʔ, -mɔkt-	mɔkmaʔ	4390	4390:warm	20	0		1160	m ɔ ◦ k m a ʔ
7379	Hakka	HKK	sino	Hakka	hakk1236	warm	93	non1	non¹	2763	2763:warm	20	0		811	n o n ¹
7380	Motuo-M	MOT	mot	Tibetan	dakp1242	warm	93	gom bo	gom_bo	454	454:warm	20	0	Tawang Monpa, Dakpakha?	1290	g o m _ b o
7381	Tujia	TUJ	tujia	Tujia	nort2732	warm	93	lo.1 xo.1 xui.1	lo¹_xo¹_xui¹	1835	1835:warm	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	422	l o ¹ ◦ x o ¹ ◦ x u i ¹
7382	Beijing	PEK	sino	CHB	mand1415	warm	93	nuǎn=xuo 暖和	nuǎnxuo	2763	2763:warm	20	0		811	n u a n ◦ x u o
7383	Zhaba	ZHA	syc		zhab1238	warm	93	lum.55	lum⁵⁵	1835	1835:warm	20	0	Stage 2	422	l u m ⁵⁵
7384	Kaike	KAY	kay		kaik1246	warm	93	mhum=mɔ	mhummɔ	4390	4390:warm	20	0		1160	mʰ u m ◦ m ɔ
7385	Yintale	YIN	kar	Karen	yint1235	warm	93	la.11	la¹¹	1835	1835:warm	20	0	Yintale Karen	422	l a ¹¹
7386	Jinuo	JIN	bur	Jinuo	youl1235	warm	93	ło.42 khə.42	ło⁴²_khə⁴²	1835	1835:warm	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	422	ɬ o ⁴² ◦ kʰ ə ⁴²
7387	Xiaxe Tibetan	XIA	tib		amdo1237	warm	93	ćo mbo	ćo_mbo	4202	4202:warm	20	0		1010	tsʲ o _ m ◦ b o
7388	Lüsu	LUS	syc		lisu1250	warm	93	mæ.33nphi.55 m	mæ³³nphi⁵⁵_m	1189	1189:warm	20	0		176	m æ ³³ ◦ n ◦ pʰ i ⁵⁵ ◦ m
7389	Yeinbaw	YEI	kar	Karen	yinb1236	warm	93	lạ.33	lạ³³	1835	1835:warm	20	0	Yinbaw Karen	422	l a̰ ³³
7390	N-Qiang	QIA	syc		nort2722	warm	93	ṣća lə	ṣća_lə	1189	1189:warm	20	0	Stage 2	176	ʂ tsʲ a _ l ə
7391	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	warm	93	lv.31 fv.55	lv³¹_fv⁵⁵	1835	1835:warm	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	422	l v ³¹ ◦ f v ⁵⁵
7392	Jingpo	JNP	jnp		kach1280	warm	93	lum.33	lum³³	1835	1835:warm	20	0	Jinghpaw; Stage 2	422	l u m ³³
7393	Bodo	BOD	bodo		bodo1269	warm	93	duŋ=loʔb	duŋloʔb	4232	4232:warm	20	0		1029	d u ◦ ŋ l o ʔ b
7394	Fuzhou	FUZ	sino	Han	mind1253	warm	93	nuoŋ33 xuo52	nuoŋ³³_xuo⁵²	2763	2763:warm	20	0		811	n u o ŋ ³³ ◦ x u o ⁵²
7395	Burmese	WRB	bur	Burmese	nucl1310	warm	93	nwe:	nweː	2763	2763:warm	20	0		811	n w eː
7396	Horpa	DAO	syc		horp1239	warm	93	xcɛ	xcɛ	1189	1189:warm	20	0		176	x ts ɛ
7397	Padam	PAD	tani		pada1257	warm	93	i-ga	i-ga	454	454:warm	19	0		1290	i + g a
7398	Bola	BOL	bur		pela1242	warm	93	lam.55	lam⁵⁵	1835	1835:warm	20	0		422	l a m ⁵⁵
7399	Guiqiong	GUI	syc		guiq1238	warm	93	jo.35	jo³⁵	4204	4204:warm	20	0		1011	j o ³⁵
7400	Quueyu	QUE	syc		quey1238	water	94	ʒi.13	ʒi¹³	646	646:water	20	0		1428	ʒ i ¹³
7401	Dhimal	DHI	dhim		dhim1246	water	94	ci	ci	1228	1228:water	20	0		202	ts i
7402	Apatari	APA	tani		apat1240	water	94	yesi	yesi	1228	1228:water	20	0		202	y e ◦ s i
7403	Jianchuan Bai	BAI	sino		jian1239	water	94	śui1	śui¹	990	990:water	20	0		1549	sʲ u i ¹
7404	Jirel	JIR	tib		jire1238	water	94	čhu. T2	čhu_T²	1324	1324:water	20	0		230	tʃ h u _ ²
7405	Old Chinese	OCH	sino	Han	oldc1244	water	94	tujʔ 水	tujʔ	990	990:water	-10	0		1549	t u j ʔ
7406	Idu	IDU	idu		idum1241	water	94	ma.1 ći.1	ma¹_ći¹	1228	1228:water	20	0		202	m a ¹ ◦ tsʲ i ¹
7407	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	water	94	o:chhɨ	oːchhɨ	1228	1228:water	20	0	Naga Lotha	202	oː ◦ tʃʰ ɨ
7408	Lushai	LSH	chin		lush1249	water	94	tui	tui	990	990:water	20	0		1549	t u i
7409	Lepcha	LEP	lep		lepc1244	water	94	uŋ	uŋ	2008	2008:water	20	0		483	u ŋ
7410	Sgaw	SGO	kar	Karen	sgaw1245	water	94	thi.44	thi⁴⁴	990	990:water	20	0		1549	tʰ i ⁴⁴
7411	Rourou	ROU	nung		nusu1239	water	94	ɣæ.33	ɣæ³³	646	646:water	20	0		1428	ɣ æ ³³
7412	Chokri	CHO	naga		chok1243	water	94	zɨ	zɨ	1228	1228:water	20	0		202	z ɨ
7413	Khezhama	KHE	naga		khez1235	water	94	ʒɨ	ʒɨ	1228	1228:water	20	0		202	ʒ ɨ
7414	Dulong	DUL	trun		drun1238	water	94	ŋa:ŋ.55	ŋaːŋ⁵⁵	4377	4377:water	20	0		1144	ŋ aː ŋ ⁵⁵
7415	Tangkul	TAN	naga		tang1336	water	94	tara	tara	646	646:water	20	0		1428	t a ◦ r a
7416	Pa'O	PAO	kar	Karen	paok1235	water	94	thi.22.11	thi²²¹¹	990	990:water	20	0		1549	tʰ i ²²/¹¹
7417	Yamphu	YAM	kir		yamp1242	water	94	yoŋa	yoŋa	4377	4377:water	20	0		1144	y o ◦ ŋ a
7418	Kulung	KUL	kir		kulu1253	water	94	kawa	kawa	2635	2635:water	20	0		691	k a ◦ w a
7419	Geker	GEK	kar	Karen	geko1235	water	94	shɣɨ.55	shɣɨ⁵⁵	990	990:water	20	0	Geko Karen?	1549	sʰ ɣ ɨ ⁵⁵
7420	Ersu	ERS	syc		ersu1241	water	94	dʒo.55	dʒo⁵⁵	1228	1228:water	20	0		202	dʒ o ⁵⁵
7421	Phom	PHO	knyk		phom1236	water	94	yuŋ	yuŋ	1743	1743:water	20	0		397	y u ŋ
7422	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	water	94	acɨ	acɨ	1228	1228:water	20	0	Naga Ao	202	a ◦ ts ɨ
7423	Sherpa	SHE	tib	Sherpa	sher1255	water	94	chu.HR	chuHR	1324	1324:water	20	0	Solu-Khumbu Sherpa	230	tsʰ u
7424	Rawang	RAW	trun		rawa1265	water	94	thi	thi	990	990:water	20	0		1549	tʰ i
7425	Wancho	WAN	knyk		wanc1238	water	94	ti	ti	990	990:water	20	0		1549	t i
7426	Bokar	BOK	tani		bori1243	water	94	i ši	i_ši	1228	1228:water	20	0	Stage 2	202	i _ ʃ i
7427	Rabha	RAB	bodo		rabh1238	water	94	cika	cika	990	990:water	20	0		1549	ts i ◦ k a
7428	Hmar	HMA	chin		hmar1241	water	94	tui	tui	990	990:water	20	0		1549	t u i
7429	Nusu	NUS	nung		nusu1239	water	94	jri.31 gra.53	jri³¹_gra⁵³	646	646:water	20	0	Stage 2	1428	j r i ³¹ ◦ g r a ⁵³
7430	Geba	GEB	kar	Karen	geba1237	water	94	tʃi.44	tʃi⁴⁴	990	990:water	20	0		1549	tʃ i ⁴⁴
7431	Manu	MNU	kar	Karen	manu1255	water	94	ʃhi.11	ʃhi¹¹	990	990:water	20	0	Manumanaw Karen	1549	ʃʰ i ¹¹
7432	Alike Tibetan	ALI	tib		amdo1237	water	94	ćhə	ćhə	1324	1324:water	20	0		230	tsʲʰ ə
7433	Shixing	SHI	syc		shix1238	water	94	ʒ́ɛ.55	ʒ́ɛ⁵⁵	1228	1228:water	20	0		202	ʒʲ ɛ ⁵⁵
7434	Aka	AKA	aka		akha1245	water	94	khu	khu	2635	2635:water	20	0		691	kʰ u
7435	Nocte	NOC	knyk		noct1238	water	94	ʒo	ʒo	1324	1324:water	20	0		230	ʒ o
7436	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	water	94	ʒ́i.31	ʒ́i³¹	646	646:water	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	1428	ʒʲ i ³¹
7437	Khaling	KLN	kir		khal1275	water	94	ku. L	ku_L	2635	2635:water	20	0		691	k u _
7438	Langsu-Maru	LAN	bur		maru1249	water	94	ɣək.31	ɣək³¹	646	646:water	20	0		1428	ɣ ə k ³¹
7439	W. Kayah	KYH	kar	Karen	west2409	water	94	thie.33	thie³³	990	990:water	20	0	Kayah Western	1549	tʰ i e ³³
7440	Written Tibetan	WRT	tib	Tibetan	tibe1272	water	94	ćhu	ćhu	1324	1324:water	20	0		230	tsʲʰ u
7441	Nishi	NIS	tani	Nysha	nisi1238	water	94	isi	isi	1228	1228:water	20	0	Nisi?	202	i ◦ s i
7442	Batang Tibetan	BAT	tib		kham1282	water	94	ćhö.55	ćhö⁵⁵	1324	1324:water	20	0		230	tsʲʰ ö ⁵⁵
7443	Dumi	DUM	kir		dumi1241	water	94	kaN=kɨ	kaNkɨ	2635	2635:water	20	0		691	k a ◦ k ɨ
7444	Gurung	GUR	gur		guru1261	water	94	kyu.2	kyu²	2635	2635:water	20	0		691	k y u ²
7445	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	water	94	ćhu.55	ćhu⁵⁵	1324	1324:water	20	0		230	tsʲʰ u ⁵⁵
7446	Garo	GAR	bodo	Garo	garo1247	water	94	ci	ci	990	990:water	20	0		1549	ts i
7447	Hill-Miri	HIL	tani	Nysha	nyis1236	water	94	isi	isi	1228	1228:water	20	0		202	i ◦ s i
7448	Limbu	LIM	kir		limb1266	water	94	cwaʔl	cwaʔl	1324	1324:water	20	0		230	ts w a ʔ l
7449	Upper-Bangni	UBA	tani		bang1338	water	94	iš	iš	1228	1228:water	20	0		202	i ʃ
7450	Leqi	LEQ	bur		lash1243	water	94	kjei.31	kjei³¹	646	646:water	20	0		1428	k j e i ³¹
7451	Hakka	HKK	sino	Hakka	hakk1236	water	94	se3	se³	990	990:water	20	0		1549	s e ³
7452	Motuo-M	MOT	mot	Tibetan	dakp1242	water	94	ri	ri	646	646:water	20	0	Tawang Monpa, Dakpakha?	1428	r i
7453	Tujia	TUJ	tujia	Tujia	nort2732	water	94	chie.4	chie⁴	1228	1228:water	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	202	tsʰ i e ⁴
7454	Beijing	PEK	sino	CHB	mand1415	water	94	shǔi 水	shǔi	990	990:water	20	0		1549	sʰ u i
7455	Zhaba	ZHA	syc		zhab1238	water	94	i.21 tʃa̲m.21	i²¹_tʃa̲m²¹	646	646:water	20	0	Stage 2	1428	i ²¹ ◦ tʃ a̰ m ²¹
7456	Kaike	KAY	kay		kaik1246	water	94	ṭyu	ṭyu	990	990:water	20	0		1549	ʈ y u
7457	Yintale	YIN	kar	Karen	yint1235	water	94	thɛ.55	thɛ⁵⁵	990	990:water	20	0	Yintale Karen	1549	tʰ ɛ ⁵⁵
7458	Jinuo	JIN	bur	Jinuo	youl1235	water	94	e.42 tʃho.55	e⁴²_tʃho⁵⁵	646	646:water	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	1428	e ⁴² ◦ tʃʰ o ⁵⁵
7459	Serdukpen	SER	sul		sher1257	water	94	kho	kho	2635	2635:water	20	0	Stage 2	691	kʰ o
7460	Namuzi	NAM	syc		namu1246	water	94	nʒ̣ɨ.55	nʒ̣ɨ⁵⁵	1228	1228:water	20	0		202	n ʒ ɨ ⁵⁵
7461	Xiaxe Tibetan	XIA	tib		amdo1237	water	94	ćhə	ćhə	1324	1324:water	20	0		230	tsʲʰ ə
7462	Lüsu	LUS	syc		lisu1250	water	94	ʒ̣u.35	ʒ̣u³⁵	1228	1228:water	20	0		202	ʒ u ³⁵
7463	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	water	94	ke	ke	2635	2635:water	20	0	Naga Yimchungru	691	k e
7464	Liangmai	LIA	naga		lian1251	water	94	taduih	taduih	1228	1228:water	20	0		202	t a ◦ d u i h
7465	Dimasa	DIM	bodo		dima1251	water	94	di	di	990	990:water	20	0		1549	d i
7466	Yeinbaw	YEI	kar	Karen	yinb1236	water	94	ʃhɨ.55	ʃhɨ⁵⁵	990	990:water	20	0	Yinbaw Karen	1549	ʃʰ ɨ ⁵⁵
7467	N-Qiang	QIA	syc		nort2722	water	94	cə	cə	1228	1228:water	20	0	Stage 2	202	ts ə
7468	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	water	94	nʒ́i.31	nʒ́i³¹	646	646:water	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	1428	n ʒʲ i ³¹
7469	Zeme	ZEM	naga		zeme1240	water	94	hedui	hedui	1228	1228:water	20	0		202	h e ◦ d u i
7470	Jingpo	JNP	jnp		kach1280	water	94	n.31 ci̲n.33	n³¹_ci̲n³³	1140	1140:water	20	0	Jinghpaw; Stage 2	155	n ³¹ ◦ ts ḭ n ³³
7471	Bodo	BOD	bodo		bodo1269	water	94	dəj	dəj	990	990:water	20	0		1549	d ə j
7472	Fuzhou	FUZ	sino	Han	mind1253	water	94	cui52	cui⁵²	990	990:water	20	0		1549	ts u i ⁵²
7473	Burmese	WRB	bur	Burmese	nucl1310	water	94	re	re	646	646:water	20	0		1428	r e
7474	Horpa	DAO	syc		horp1239	water	94	ɣre	ɣre	646	646:water	20	0		1428	ɣ r e
