DOCULECT	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	GLOSSID	FORM	COGID	TOKENS	NOTE
Tujia	nort2732	1380	TOOTH	89	si¹_si¹	536	s i ¹ _ s i ¹	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1380	TOOTH	89	tə¹¹_khɛ⁵⁵	251	t ə ¹¹ _ kʰ ɛ ⁵⁵	Yintale Karen
Hill-Miri	nyis1236	1380	TOOTH	89	ei	216	e i	
Pa'O	paok1235	1380	TOOTH	89	tə⁵⁵_ŋa⁵⁵²²	270	t ə ⁵⁵ _ ŋ a ⁵⁵/²²	
W. Kayah	west2409	1380	TOOTH	89	khu¹¹_khie³³	251	kʰ u ¹¹ _ kʰ i e ³³	Kayah Western
Written Tibetan	tibe1272	1380	TOOTH	89	so	216	s o	
Ninglang-Naxi	naxi1245	1380	TOOTH	89	χɨ³³_EE	93	χ ɨ ³³ _	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	1380	TOOTH	89	tepo	452	t e p o	Naga Ao
Garo	garo1247	1380	TOOTH	89	wa	216	w a	
Sherpa	sher1255	1380	TOOTH	89	saHR	216	s a	Solu-Khumbu Sherpa
Manu	manu1255	1380	TOOTH	89	kho³³_khi¹¹	251	kʰ o ³³ _ kʰ i ¹¹	Manumanaw Karen
Yeinbaw	yinb1236	1380	TOOTH	89	θɨ¹¹_khɨ⁵⁵	251	θ ɨ ¹¹ _ kʰ ɨ ⁵⁵	Yinbaw Karen
Ao-Mongsen	mong1332	1380	TOOTH	89	tɨpa	452	t ɨ p a	Naga Ao
Yimchunrü	yimc1240	1380	TOOTH	89	hɨ	216	h ɨ	Naga Yimchungru
Burmese	nucl1310	1380	TOOTH	89	swaː	216	s w aː	
Lhasa Tibetan	tibe1272	1380	TOOTH	89	so⁵⁵	216	s o ⁵⁵	
Geker	geko1235	1380	TOOTH	89	ṭo⁴⁴_ṭɛ⁴⁴	216	ʈ o ⁴⁴ _ ʈ ɛ ⁴⁴	Geko Karen?
Yeinbaw	yinb1236	1380	TOOTH	89	θɨ¹¹_khɨ⁵⁵	216	θ ɨ ¹¹ _ kʰ ɨ ⁵⁵	Yinbaw Karen
Kusunda	kusu1250	1380	TOOTH	81	o̤	0	o̤	
Nishi	nisi1238	906	TREE	90	seːm	114	s eː m	Nisi?
Geker	geko1235	906	TREE	90	ṭəɨʔ⁵³	114	ʈ ə ɨ ʔ ⁵³	Geko Karen?
Geba	geba1237	906	TREE	90	ṭoʔ⁵³	114	ʈ o ʔ ⁵³	
Lijiang-Naxi	lich1241	906	TREE	90	nʒər³¹	114	n ʒ ə r ³¹	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	906	TREE	90	a³³_cə⁴⁴	114	a ³³ _ ts ə ⁴⁴	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	906	TREE	90	śiŋ	114	sʲ i ŋ	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	906	TREE	90	ṭẽʔ⁵³	114	ʈ ẽ ∼ ʔ ⁵³	
Lhota	loth1237	906	TREE	90	oːtoːŋ	31	oː t oː ŋ	Naga Lotha
Tujia	nort2732	906	TREE	90	kha⁴_moŋ⁴	354	kʰ a ⁴ _ m o ŋ ⁴	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	906	TREE	90	sein¹³	114	s e i n ¹³	Yintale Karen
Hill-Miri	nyis1236	906	TREE	90	sən	114	s ə n	
Pa'O	paok1235	906	TREE	90	seŋ⁴⁴⁵⁵_mɨ⁵⁵	114	s e ŋ ⁴⁴/⁵⁵ _ m ɨ ⁵⁵	
W. Kayah	west2409	906	TREE	90	ćɔ¹¹	114	tsʲ ɔ ¹¹	Kayah Western
Written Tibetan	tibe1272	906	TREE	90	śiŋ_sdoŋ	114	sʲ i ŋ _ s d o ŋ	
Ninglang-Naxi	naxi1245	906	TREE	90	sɨ⁵⁵_ʒɨ³³	114	s ɨ ⁵⁵ _ ʒ ɨ ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	906	TREE	90	sɨŋdoŋ	114	s ɨ ŋ d o ŋ	Naga Ao
Garo	garo1247	906	TREE	90	bol	554	b o l	
Sherpa	sher1255	906	TREE	90	doŋ→bu_LF	31	d o ŋ + b u	Solu-Khumbu Sherpa
Manu	manu1255	906	TREE	90	sø⁴⁴⁵⁵	114	s ø ⁴⁴/⁵⁵	Manumanaw Karen
Yeinbaw	yinb1236	906	TREE	90	θɨ̃¹¹_mɨ¹¹	114	θ ɨ̃ ∼ ¹¹ _ m ɨ ¹¹	Yinbaw Karen
Ao-Mongsen	mong1332	906	TREE	90	asuŋ,_suŋ→tuŋ	114	a s u ŋ	Naga Ao
Yimchunrü	yimc1240	906	TREE	90	saŋtuŋ	114	s a ŋ t u ŋ	Naga Yimchungru
Burmese	nucl1310	906	TREE	90	sac_paŋ	114	s a ts _ p a ŋ	
Lhasa Tibetan	tibe1272	906	TREE	90	śiŋ⁵³_tuŋ⁵⁵	114	sʲ i ŋ ⁵³ _ t u ŋ ⁵⁵	
Pa'O	paok1235	906	TREE	90	seŋ⁴⁴⁵⁵_mɨ⁵⁵	354	s e ŋ ⁴⁴/⁵⁵ _ m ɨ ⁵⁵	
Written Tibetan	tibe1272	906	TREE	90	śiŋ_sdoŋ	31	sʲ i ŋ _ s d o ŋ	
Ao-Chungli	chon1286	906	TREE	90	sɨŋ→doŋ	31	s ɨ ŋ + d o ŋ	Naga Ao
Yeinbaw	yinb1236	906	TREE	90	θɨ̃¹¹_mɨ¹¹	354	θ ɨ̃ ∼ ¹¹ _ m ɨ ¹¹	Yinbaw Karen
Ao-Mongsen	mong1332	906	TREE	90	asuŋ,_suŋ→tuŋ	31	a s u ŋ	Naga Ao
Yimchunrü	yimc1240	906	TREE	90	saŋ→tuŋ	31	s a ŋ + t u ŋ	Naga Yimchungru
Burmese	nucl1310	906	TREE	90	sac_paŋ	255	s a ts _ p a ŋ	
Lhasa Tibetan	tibe1272	906	TREE	90	śiŋ⁵³_tuŋ⁵⁵	31	sʲ i ŋ ⁵³ _ t u ŋ ⁵⁵	
Kusunda	kusu1250	906	TREE	56	ji	0	j i	
Nishi	nisi1238	1498	TWO	91	eńi	569	e nʲ i	Nisi?
Geker	geko1235	1498	TWO	91	ṭənɨʔ⁵³	569	ʈ ə n ɨ ʔ ⁵³	Geko Karen?
Geba	geba1237	1498	TWO	91	tʃi²²_bwɛ³³	505	tʃ i ²² _ b w ɛ ³³	
Lijiang-Naxi	lich1241	1498	TWO	91	ńi¹³	569	nʲ i ¹³	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1498	TWO	91	ni⁵⁵	569	n i ⁵⁵	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	1498	TWO	91	ńik_caŋ	569	nʲ i k _ ts a ŋ	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	1498	TWO	91	khi⁴⁴	355	kʰ i ⁴⁴	
Lhota	loth1237	1498	TWO	91	eni,_oːni	569	e n i	Naga Lotha
Tujia	nort2732	1498	TWO	91	ńie¹	569	nʲ i e ¹	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1498	TWO	91	ńe³³	569	nʲ e ³³	Yintale Karen
Hill-Miri	nyis1236	1498	TWO	91	ańi	569	a nʲ i	
Pa'O	paok1235	1498	TWO	91	lo⁴⁴_vaŋ⁴⁴_ni	569	l o ⁴⁴ _ v a ŋ ⁴⁴ _ n i	
W. Kayah	west2409	1498	TWO	91	ńiẹ³³_prɛ̣¹	569	nʲ i ḛ ³³ _ p r ɛ̰ ¹	Kayah Western
Written Tibetan	tibe1272	1498	TWO	91	gńis	569	g nʲ i s	
Ninglang-Naxi	naxi1245	1498	TWO	91	ńi³³	569	nʲ i ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	1498	TWO	91	ana	569	a n a	Naga Ao
Garo	garo1247	1498	TWO	91	gni	569	g n i	
Sherpa	sher1255	1498	TWO	91	ŋyi_LF	569	ŋ y i	Solu-Khumbu Sherpa
Manu	manu1255	1498	TWO	91	sɔ³³_ḳə¹¹_ńe	569	s ɔ ³³ _ kʲ ə ¹¹ _ nʲ e	Manumanaw Karen
Yeinbaw	yinb1236	1498	TWO	91	θv⁴⁴_ŋv⁴⁴	569	θ v ⁴⁴ _ ŋ v ⁴⁴	Yinbaw Karen
Ao-Mongsen	mong1332	1498	TWO	91	anet	569	a n e t	Naga Ao
Yimchunrü	yimc1240	1498	TWO	91	manie	569	m a n i e	Naga Yimchungru
Burmese	nucl1310	1498	TWO	91	hnac	569	h n a ts	
Lhasa Tibetan	tibe1272	1498	TWO	91	ńi⁵⁵	569	nʲ i ⁵⁵	
Kusunda	kusu1250	1498	TWO	126	doko	0	d o k o	
Nishi	nisi1238	1443	WALK	92	i_'go_down'	356	i _ ʔ g o _ d o w n ʔ	Nisi?
Geker	geko1235	1443	WALK	92	b̄a⁵⁵_lʌi⁵¹	183	b̄ a ⁵⁵ _ l ʌ i ⁵¹	Geko Karen?
Geba	geba1237	1443	WALK	92	hɛʔ⁵³	202	h ɛ ʔ ⁵³	
Lijiang-Naxi	lich1241	1443	WALK	92	nʒ́i³³	431	n ʒʲ i ³³	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1443	WALK	92	zo⁴⁴	356	z o ⁴⁴	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	1443	WALK	92	de	631	d e	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	1443	WALK	92	hãʔ⁵³	202	h ã ∼ ʔ ⁵³	
Lhota	loth1237	1443	WALK	92	wo	202	w o	Naga Lotha
Tujia	nort2732	1443	WALK	92	ɣɨ³	584	ɣ ɨ ³	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1443	WALK	92	ha⁵⁵_lɛ⁵⁵	202	h a ⁵⁵ _ l ɛ ⁵⁵	Yintale Karen
Hill-Miri	nyis1236	1443	WALK	92	in	356	i n	
Pa'O	paok1235	1443	WALK	92	loj²²²²	183	l o j ²²/²²	
W. Kayah	west2409	1443	WALK	92	cɨə⁵⁵	88	ts ɨ ə ⁵⁵	Kayah Western
Written Tibetan	tibe1272	1443	WALK	92	ãgro	229	ã ∼ g r o	
Ninglang-Naxi	naxi1245	1443	WALK	92	se³³	137	s e ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	1443	WALK	92	ao	202	a o	Naga Ao
Garo	garo1247	1443	WALK	92	re-a	584	r e + a	
Sherpa	sher1255	1443	WALK	92	khyam_LR-	159	kʰ y a m +	Solu-Khumbu Sherpa
Manu	manu1255	1443	WALK	92	co³³	88	ts o ³³	Manumanaw Karen
Yeinbaw	yinb1236	1443	WALK	92	tụ¹¹_khlai⁴⁴	633	t ṵ ¹¹ _ kʰ l a i ⁴⁴	Yinbaw Karen
Ao-Mongsen	mong1332	1443	WALK	92	wa	202	w a	Naga Ao
Yimchunrü	yimc1240	1443	WALK	92	ɨ	202	ɨ	Naga Yimchungru
Burmese	nucl1310	1443	WALK	92	swaː	202	s w aː	
Lhasa Tibetan	tibe1272	1443	WALK	92	ćo¹³	229	tsʲ o ¹³	
Nishi	nisi1238	1443	WALK	92	cha_'go_up'	88	tsʰ a _ ʔ g o _ u p ʔ	Nisi?
Geker	geko1235	1443	WALK	92	b̄a⁵⁵_lʌi⁵¹	183	b̄ a ⁵⁵ _ l ʌ i ⁵¹	Geko Karen?
Yintale	yint1235	1443	WALK	92	ha⁵⁵_lɛ⁵⁵	183	h a ⁵⁵ _ l ɛ ⁵⁵	Yintale Karen
Yeinbaw	yinb1236	1443	WALK	92	tụ¹¹_khlai⁴⁴	183	t ṵ ¹¹ _ kʰ l a i ⁴⁴	Yinbaw Karen
Kusunda	kusu1250	1443	WALK	19	dgj	0	d g j	
Geker	geko1235	1232	WARM	93	k̯əɨʔ⁵³_la²²	174	kʲ ə ɨ ʔ ⁵³ _ l a ²²	Geko Karen?
Geba	geba1237	1232	WARM	93	ʔək̯o²²_k̯o²²	174	ʔ ə kʲ o ²² _ kʲ o ²²	
Lijiang-Naxi	lich1241	1232	WARM	93	lv³¹_fv⁵⁵	174	l v ³¹ _ f v ⁵⁵	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1232	WARM	93	ło⁴²_khə⁴²	174	ɬ o ⁴² _ kʰ ə ⁴²	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	1232	WARM	93	gom_bo	541	g o m _ b o	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	1232	WARM	93	k̯o⁴⁴_lə³³	174	kʲ o ⁴⁴ _ l ə ³³	
Lhota	loth1237	1232	WARM	93	elama	174	e l a m a	Naga Lotha
Tujia	nort2732	1232	WARM	93	lo¹_xo¹_xui¹	174	l o ¹ _ x o ¹ _ x u i ¹	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1232	WARM	93	la¹¹	174	l a ¹¹	Yintale Karen
Hill-Miri	nyis1236	1232	WARM	93	og	541	o g	
Pa'O	paok1235	1232	WARM	93	lom²²²²	174	l o m ²²/²²	
W. Kayah	west2409	1232	WARM	93	lẹ¹¹	174	l ḛ ¹¹	Kayah Western
Written Tibetan	tibe1272	1232	WARM	93	dron__po	593	d r o n _ p o	
Ninglang-Naxi	naxi1245	1232	WARM	93	chɨ³³	53	tsʰ ɨ ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Garo	garo1247	1232	WARM	93	diŋ-a	439	d i ŋ + a	
Sherpa	sher1255	1232	WARM	93	chandi_LR,_chen	593	tsʰ a n d i	Solu-Khumbu Sherpa
Manu	manu1255	1232	WARM	93	lạ¹¹	174	l a̰ ¹¹	Manumanaw Karen
Yeinbaw	yinb1236	1232	WARM	93	lạ³³	174	l a̰ ³³	Yinbaw Karen
Burmese	nucl1310	1232	WARM	93	nweː	357	n w eː	
Lhasa Tibetan	tibe1272	1232	WARM	93	ćho¹³_po⁵⁵	432	tsʲʰ o ¹³ _ p o ⁵⁵	
Nishi	nisi1238	948	WATER	94	isi	65	i s i	Nisi?
Geker	geko1235	948	WATER	94	shɣɨ⁵⁵	640	sʰ ɣ ɨ ⁵⁵	Geko Karen?
Geba	geba1237	948	WATER	94	tʃi⁴⁴	640	tʃ i ⁴⁴	
Lijiang-Naxi	lich1241	948	WATER	94	nʒ́i³¹	587	n ʒʲ i ³¹	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	948	WATER	94	e⁴²_tʃho⁵⁵	587	e ⁴² _ tʃʰ o ⁵⁵	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	948	WATER	94	ri	587	r i	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	948	WATER	94	thi⁴⁴	640	tʰ i ⁴⁴	
Lhota	loth1237	948	WATER	94	oːchhɨ	65	oː tʃʰ ɨ	Naga Lotha
Tujia	nort2732	948	WATER	94	chie⁴	65	tsʰ i e ⁴	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	948	WATER	94	thɛ⁵⁵	640	tʰ ɛ ⁵⁵	Yintale Karen
Hill-Miri	nyis1236	948	WATER	94	isi	65	i s i	
Pa'O	paok1235	948	WATER	94	thi²²¹¹	640	tʰ i ²²/¹¹	
W. Kayah	west2409	948	WATER	94	thie³³	640	tʰ i e ³³	Kayah Western
Written Tibetan	tibe1272	948	WATER	94	ćhu	78	tsʲʰ u	
Ninglang-Naxi	naxi1245	948	WATER	94	ʒ́i³¹	587	ʒʲ i ³¹	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	948	WATER	94	tzɨ	65	t z ɨ	Naga Ao
Garo	garo1247	948	WATER	94	ci	640	ts i	
Sherpa	sher1255	948	WATER	94	chuHR	78	tsʰ u	Solu-Khumbu Sherpa
Manu	manu1255	948	WATER	94	ʃhi¹¹	640	ʃʰ i ¹¹	Manumanaw Karen
Yeinbaw	yinb1236	948	WATER	94	ʃhɨ⁵⁵	640	ʃʰ ɨ ⁵⁵	Yinbaw Karen
Ao-Mongsen	mong1332	948	WATER	94	acɨ	65	a ts ɨ	Naga Ao
Yimchunrü	yimc1240	948	WATER	94	ke	296	k e	Naga Yimchungru
Burmese	nucl1310	948	WATER	94	re	587	r e	
Lhasa Tibetan	tibe1272	948	WATER	94	ćhu⁵⁵	78	tsʲʰ u ⁵⁵	
Kusunda	kusu1250	948	WATER	22	taŋ	0	t a ŋ	
Nishi	nisi1238	1212	WE	95	ŋunu	262	ŋ u n u	Nisi?
Geker	geko1235	1212	WE	95	p̯aː³³	499	p̯ aː ³³	Geko Karen?
Geba	geba1237	1212	WE	95	p̯wa³³	499	p̯ w a ³³	
Lijiang-Naxi	lich1241	1212	WE	95	ńə³³_sɨ³³_kv	262	nʲ ə ³³ _ s ɨ ³³ _ k v	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1212	WE	95	ŋo³³_pe³³	262	ŋ o ³³ _ p e ³³	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	1212	WE	95	goA_pukiA	262	g o _ p u k i	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	1212	WE	95	p̯əwe⁴⁴	435	p̯ ə w e ⁴⁴	
Lhota	loth1237	1212	WE	95	hiri	332	h i r i	Naga Lotha
Tujia	nort2732	1212	WE	95	ka-yu	262	k a + y u	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1212	WE	95	hɛ⁵⁵_thɔ⁵⁵_ph	499	h ɛ ⁵⁵ _ tʰ ɔ ⁵⁵ _ pʰ	Yintale Karen
Hill-Miri	nyis1236	1212	WE	95	ŋoːlu	262	ŋ oː l u	
Pa'O	paok1235	1212	WE	95	ni⁴⁴²²	262	n i ⁴⁴/²²	
W. Kayah	west2409	1212	WE	95	pɛ̣¹¹	499	p ɛ̰ ¹¹	Kayah Western
Written Tibetan	tibe1272	1212	WE	95	ŋa¹³_cho⁵⁵	262	ŋ a ¹³ _ tsʰ o ⁵⁵	
Ninglang-Naxi	naxi1245	1212	WE	95	ŋa⁵⁵_vu³³	435	ŋ a ⁵⁵ _ v u ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	1212	WE	95	ikhala	332	i kʰ a l a	Naga Ao
Garo	garo1247	1212	WE	95	ciŋ	330	ts i ŋ	
Sherpa	sher1255	1212	WE	95	ŋa³⁵_raʔ⁵³	262	ŋ a ³⁵ _ r a ʔ ⁵³	Solu-Khumbu Sherpa
Manu	manu1255	1212	WE	95	pạ¹¹	499	p a̰ ¹¹	Manumanaw Karen
Yeinbaw	yinb1236	1212	WE	95	pṿ¹¹	499	p v̩ ¹¹	Yinbaw Karen
Ao-Mongsen	mong1332	1212	WE	95	a→khru→mei	588	a + kʰ r u + m e i	Naga Ao
Yimchunrü	yimc1240	1212	WE	95	onok	262	o n o k	Naga Yimchungru
Burmese	nucl1310	1212	WE	95	ŋɔ̆³¹_na̲uŋ⁵⁵	262	ŋ ɔ̆ ³¹ _ n a̰ u ŋ ⁵⁵	
Lhasa Tibetan	tibe1272	1212	WE	95	ŋöy¹³	262	ŋ ö y ¹³	
Nishi	nisi1238	1212	WE	95	ŋul	544	ŋ u l	Nisi?
Jinuo	youl1235	1212	WE	95	ŋa⁵⁵_vu³³	262	ŋ a ⁵⁵ _ v u ³³	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Hill-Miri	nyis1236	1212	WE	95	ŋu-lu	544	ŋ u + l u	
Written Tibetan	tibe1272	1212	WE	95	ŋa_cho	433	ŋ a _ tsʰ o	
Sherpa	sher1255	1212	WE	95	ŋyo→kon_LF	434	ŋ y o + k o n	Solu-Khumbu Sherpa
Ao-Mongsen	mong1332	1212	WE	95	ikhala	544	i kʰ a l a	Naga Ao
Burmese	nucl1310	1212	WE	95	ŋa_tui	262	ŋ a _ t u i	
Lhasa Tibetan	tibe1272	1212	WE	95	ŋa¹³_cho⁵⁵	433	ŋ a ¹³ _ tsʰ o ⁵⁵	
Kusunda	kusu1250	1212	WE	156	toq	0	t o q	
Nishi	nisi1238	1236	WHAT	96	ho→g	566	h o + g	Nisi?
Geker	geko1235	1236	WHAT	96	t̯əra⁵⁵_mi³¹	592	ʈ ə r a ⁵⁵ _ m i ³¹	Geko Karen?
Geba	geba1237	1236	WHAT	96	t̯a²²_nɛ²²	566	ʈ a ²² _ n ɛ ²²	
Lijiang-Naxi	lich1241	1236	WHAT	96	ə³¹_cɨ³³	359	ə ³¹ _ ts ɨ ³³	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1236	WHAT	96	khɔ⁴⁴_tʃə³³	359	kʰ ɔ ⁴⁴ _ tʃ ə ³³	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	1236	WHAT	96	haŋ	280	h a ŋ	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	1236	WHAT	96	mənɨ³³_lɛ̃ʔ⁵³	592	m ə n ɨ ³³ _ l ɛ̃ ∼ ʔ ⁵³	
Lhota	loth1237	1236	WHAT	96	ntio	638	n t i o	Naga Lotha
Tujia	nort2732	1236	WHAT	96	ćhie²_ći⁴	359	tsʲʰ i e ² _ tsʲ i ⁴	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1236	WHAT	96	ʔeŋ³³_tə¹¹_ga	638	ʔ e ŋ ³³ _ t ə ¹¹ _ g a	Yintale Karen
Hill-Miri	nyis1236	1236	WHAT	96	yo	566	y o	
Pa'O	paok1235	1236	WHAT	96	thə²²_maj²²²	638	tʰ ə ²² _ m a j ²²/²	
W. Kayah	west2409	1236	WHAT	96	ti³³_te³³	638	t i ³³ _ t e ³³	Kayah Western
Written Tibetan	tibe1272	1236	WHAT	96	gaŋ	280	g a ŋ	
Ninglang-Naxi	naxi1245	1236	WHAT	96	a³³_co³³	359	a ³³ _ ts o ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	1236	WHAT	96	kechi	359	k e tsʰ i	Naga Ao
Garo	garo1247	1236	WHAT	96	mai	358	m a i	
Sherpa	sher1255	1236	WHAT	96	kaŋ_LH	280	k a ŋ _	Solu-Khumbu Sherpa
Manu	manu1255	1236	WHAT	96	me⁴⁴_te¹¹_te	638	m e ⁴⁴ _ t e ¹¹ _ t e	Manumanaw Karen
Yeinbaw	yinb1236	1236	WHAT	96	trị⁵⁵	592	t r ḭ ⁵⁵	Yinbaw Karen
Ao-Mongsen	mong1332	1236	WHAT	96	chi→ba	359	tsʰ i + b a	Naga Ao
Yimchunrü	yimc1240	1236	WHAT	96	tɨmɨ	358	t ɨ m ɨ	Naga Yimchungru
Burmese	nucl1310	1236	WHAT	96	ba	383	b a	
Lhasa Tibetan	tibe1272	1236	WHAT	96	kha¹³_re³⁵	280	kʰ a ¹³ _ r e ³⁵	
Nishi	nisi1238	1236	WHAT	96	ho→g	280	h o + g	Nisi?
Geker	geko1235	1236	WHAT	96	t̯əra⁵⁵_mi³¹	638	ʈ ə r a ⁵⁵ _ m i ³¹	Geko Karen?
Geba	geba1237	1236	WHAT	96	t̯a²²_nɛ²²	638	ʈ a ²² _ n ɛ ²²	
Sgaw	sgaw1245	1236	WHAT	96	nɨ³³_	566	n ɨ ³³	
Pa'O	paok1235	1236	WHAT	96	thə²²_maj²²²	358	tʰ ə ²² _ m a j ²²/²	
Written Tibetan	tibe1272	1236	WHAT	96	ći	359	tsʲ i	
Manu	manu1255	1236	WHAT	96	me⁴⁴_te¹¹_te	358	m e ⁴⁴ _ t e ¹¹ _ t e	Manumanaw Karen
Yeinbaw	yinb1236	1236	WHAT	96	trị⁵⁵	638	t r ḭ ⁵⁵	Yinbaw Karen
Nishi	nisi1238	1335	WHITE	97	puŋluŋ	550	p u ŋ l u ŋ	Nisi?
Geker	geko1235	1335	WHITE	97	b̄əɨ⁵⁵	484	b̄ ə ɨ ⁵⁵	Geko Karen?
Geba	geba1237	1335	WHITE	97	b̄oʔ⁵³_ṭa⁴⁴	484	b̄ o ʔ ⁵³ _ ʈ a ⁴⁴	
Lijiang-Naxi	lich1241	1335	WHITE	97	phər³¹	402	pʰ ə r ³¹	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1335	WHITE	97	a³³_phru⁴⁴_lu	402	a ³³ _ pʰ r u ⁴⁴ _ l u	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
Motuo-M	dakp1242	1335	WHITE	97	ba_liŋ_mi	484	b a _ l i ŋ _ m i	Tawang Monpa, Dakpakha?
Sgaw	sgaw1245	1335	WHITE	97	ʔəwa⁴⁴	484	ʔ ə w a ⁴⁴	
Lhota	loth1237	1335	WHITE	97	emhua	223	e mʰ u a	Naga Lotha
Tujia	nort2732	1335	WHITE	97	a⁴_si⁴	41	a ⁴ _ s i ⁴	Northern Tujia [nort2732] & Southern Tujia [sout2739]
Yintale	yint1235	1335	WHITE	97	ʔa¹¹_bu³⁵	484	ʔ a ¹¹ _ b u ³⁵	Yintale Karen
Hill-Miri	nyis1236	1335	WHITE	97	pulu	550	p u l u	
Pa'O	paok1235	1335	WHITE	97	ʔa¹¹_bwa²²¹¹	484	ʔ a ¹¹ _ b w a ²²/¹¹	
W. Kayah	west2409	1335	WHITE	97	bu³³	484	b u ³³	Kayah Western
Written Tibetan	tibe1272	1335	WHITE	97	dkar_po	223	d k a r _ p o	
Ninglang-Naxi	naxi1245	1335	WHITE	97	phv³³	402	pʰ v ³³	belong to western Naxi, no glottolog entry so I use naxi1245.
Ao-Chungli	chon1286	1335	WHITE	97	temesoŋ	64	t e m e s o ŋ	Naga Ao
Garo	garo1247	1335	WHITE	97	gibok	475	g i b o k	
Sherpa	sher1255	1335	WHITE	97	kar→wuHF	223	k a r + w u	Solu-Khumbu Sherpa
Manu	manu1255	1335	WHITE	97	bo⁴⁴	484	b o ⁴⁴	Manumanaw Karen
Yeinbaw	yinb1236	1335	WHITE	97	bo⁴⁴	484	b o ⁴⁴	Yinbaw Karen
Ao-Mongsen	mong1332	1335	WHITE	97	tɨmesoŋ	64	t ɨ m e s o ŋ	Naga Ao
Yimchunrü	yimc1240	1335	WHITE	97	mɨyeto	38	m ɨ y e t o	Naga Yimchungru
Burmese	nucl1310	1335	WHITE	97	phru	402	pʰ r u	
Lhasa Tibetan	tibe1272	1335	WHITE	97	kaː³⁵_po³⁵	223	k aː ³⁵ _ p o ³⁵	
Kusunda	kusu1250	1335	WHITE	53	qasigi	0	q a s i g i	
Nishi	nisi1238	1235	WHO	98	yeh	566	y e h	Nisi?
Geker	geko1235	1235	WHO	98	pa⁴⁴_pra̯a³¹	383	p a ⁴⁴ _ p r ă a ³¹	Geko Karen?
Geba	geba1237	1235	WHO	98	p̯wɛ³³	383	p̯ w ɛ ³³	
Lijiang-Naxi	lich1241	1235	WHO	98	ə³³_ne³¹	566	ə ³³ _ n e ³¹	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245
Jinuo	youl1235	1235	WHO	98	khɔ³³_su⁴⁴	116	kʰ ɔ ³³ _ s u ⁴⁴	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])
